010190202,ANTIOQUIA,ANDES,CENTRO DE BIENESTAR SOCIAL,4,000010
010190203,ANTIOQUIA,ANDES,PLACA POLIDEPORTIVA,4,000003
010199001,ANTIOQUIA,ANDES,COLEGIO JUAN DE DIOS URIBE,5,000009
010199801,ANTIOQUIA,ANDES,CARCEL,4,000001
010199901,ANTIOQUIA,ANDES,BUENOS AIRES,4,000004
010199903,ANTIOQUIA,ANDES,LA CHAPARRALA,4,000001
010199905,ANTIOQUIA,ANDES,SAN JOSE,4,000003
010199906,ANTIOQUIA,ANDES,SAN BARTOLO,4,000001
010199909,ANTIOQUIA,ANDES,SANTA INES,4,000004
010199913,ANTIOQUIA,ANDES,SANTA RITA,4,000007
010199917,ANTIOQUIA,ANDES,TAPARTO,4,000006
010199923,ANTIOQUIA,ANDES,SAN PERUCHITO,4,000003
010220000,ANTIOQUIA,ANGELOPOLIS,PUESTO CABECERA MUNICIPAL,4,000013
010229901,ANTIOQUIA,ANGELOPOLIS,ESTACION ANGELOPOLIS,4,000003
010229970,ANTIOQUIA,ANGELOPOLIS,SANTA ANA,4,000001
010250000,ANTIOQUIA,ANGOSTURA,PUESTO CABECERA MUNICIPAL,4,000022
010259906,ANTIOQUIA,ANGOSTURA,CANOAS,4,000002
010259912,ANTIOQUIA,ANGOSTURA,LA MONTA�ITA,4,000001
010259915,ANTIOQUIA,ANGOSTURA,LLANOS DE CUIVA,4,000001
010280000,ANTIOQUIA,ANORI,PUESTO CABECERA MUNICIPAL,4,000025
010289801,ANTIOQUIA,ANORI,CARCEL MUNICIPAL,4,000001
010289903,ANTIOQUIA,ANORI,LA MESETA,4,000001
010289905,ANTIOQUIA,ANORI,LIBERIA,4,000002
010289909,ANTIOQUIA,ANORI,EL ROBLE,4,000003
010289913,ANTIOQUIA,ANORI,MADRE SECA,4,000001
010289915,ANTIOQUIA,ANORI,EL CARMIN,4,000001
010289916,ANTIOQUIA,ANORI,LA CASITA,4,000001
010289937,ANTIOQUIA,ANORI,SANTO DOMINGO,4,000001
010310101,ANTIOQUIA,ANTIOQUIA,I.E. SAN LUIS GONZAGA,4,000012
010310102,ANTIOQUIA,ANTIOQUIA,COLISEO HERNAN SEPULVEDA,4,000013
010310201,ANTIOQUIA,ANTIOQUIA,IE ARTURO VELASQUEZ ORTIZ,4,000015
010310202,ANTIOQUIA,ANTIOQUIA,ESCUELA MARTINEZ PARDO,4,000013
010319901,ANTIOQUIA,ANTIOQUIA,CATIVO,4,000001
010319904,ANTIOQUIA,ANTIOQUIA,EL PESCADO,4,000002
010319905,ANTIOQUIA,ANTIOQUIA,LAURELES,4,000002
010319907,ANTIOQUIA,ANTIOQUIA,LAS AZULES,4,000001
010319909,ANTIOQUIA,ANTIOQUIA,TONUSCO ARRIBA,4,000002
010319915,ANTIOQUIA,ANTIOQUIA,SABANAS,4,000002
010340000,ANTIOQUIA,ANZA,PUESTO CABECERA MUNICIPAL,4,000010
010349901,ANTIOQUIA,ANZA,GUINTAR,4,000006
010349930,ANTIOQUIA,ANZA,LA CEJITA,4,000002
010350101,ANTIOQUIA,APARTADO,I.E ALFONSO LOPEZ,4,000021
010350102,ANTIOQUIA,APARTADO,I.E. POLICARPA SALAVARRIETA,4,000021
010350103,ANTIOQUIA,APARTADO,I. E. LA PAZ,4,000012
010350104,ANTIOQUIA,APARTADO,I.E. LA PAZ SEDE 20 DE ENERO,4,000007
010350105,ANTIOQUIA,APARTADO,I. E. SAN FRANCISCO DE ASIS,4,000023
010350106,ANTIOQUIA,APARTADO,I. E. SAN PEDRO CLAVER,4,000020
010350107,ANTIOQUIA,APARTADO,HOGAR INFANTIL LOS GIRASOLES,4,000012
010350108,ANTIOQUIA,APARTADO,I. E. SANTA MARIA LA ANTIGUA,4,000003
010350201,ANTIOQUIA,APARTADO,I.E. HERACLIO MENA PADILLA,4,000021
010350202,ANTIOQUIA,APARTADO,COLEGIO ADVENTISTA,4,000014
010350203,ANTIOQUIA,APARTADO,I.E CADENA LAS PLAYAS,4,000004
010350204,ANTIOQUIA,APARTADO,I. E. CAMPO ALEGRE,4,000005
010350205,ANTIOQUIA,APARTADO,IE MADRE LAURA,4,000013
010350206,ANTIOQUIA,APARTADO,COLEGIO COOPERATIVO,4,000016
010350207,ANTIOQUIA,APARTADO,IE JOSE JOAQUIN VELEZ,4,000020
